1705173702	1828506	20771
1705173702	1828508	50558
1705173732	1828485	11556
1705173732	1828488	26967
1705173732	1828490	38283
1705173732	1828494	40542
1705173732	1828498	38816
1705173732	1828502	51610
1705173732	1828506	49268
1705173732	1828508	58396
1705173762	1828485	32912
1705173762	1828488	64947
1705173762	1828490	47361
1705173762	1828494	46046
1705173762	1828498	59765
1705173762	1828502	44854
1705173762	1828506	1948
1705173762	1828508	16535
1705173792	1828485	12277
1705173792	1828488	48587
1705173792	1828490	66677
1705173792	1828494	71952
1705173792	1828498	16365
1705173792	1828502	18782
1705173792	1828506	7254
1705173792	1828508	61163
1705173822	1828485	5487
1705173822	1828488	44059
1705173822	1828490	31957
1705173822	1828494	18942
1705173822	1828498	60867
1705173822	1828502	71506
1705173822	1828506	42957
1705173822	1828508	25053
1705173852	1828485	37135
1705173852	1828488	52566
1705173852	1828490	17823
1705173852	1828494	28941
1705173852	1828498	30152
1705173852	1828502	29461
1705173852	1828506	914
1705173852	1828508	71985
1705173882	1828485	46173
1705173882	1828488	44810
1705173882	1828490	75598
1705173882	1828494	3608
1705173882	1828498	74893
1705173882	1828502	37947
1705173882	1828506	5781
1705173882	1828508	31697
1705173912	1828485	43076
1705173912	1828488	22281
1705173912	1828490	34251
1705173912	1828494	68207
1705173912	1828498	38843
1705173912	1828502	54957
1705173912	1828506	39971
1705173912	1828508	36685
1705173942	1828485	57113
1705173942	1828488	62407
1705173942	1828490	28296
1705173942	1828494	19182
1705173942	1828498	55144
1705173942	1828502	35212
1705173942	1828506	68707
1705173942	1828508	53027
1705173972	1828485	17338
1705173972	1828488	25713
1705173972	1828490	75930
1705173972	1828494	78888
1705173972	1828498	24019
1705173972	1828502	62818
1705173972	1828506	30330
1705173972	1828508	24800
1705174002	1828485	48782
1705174002	1828488	75464
1705174002	1828490	18703
1705174002	1828494	21740
1705174002	1828498	30871
1705174002	1828502	44081
1705174002	1828506	19361
1705174002	1828508	37372
1705174032	1828485	46635
1705174032	1828488	25264
1705174032	1828490	28139
1705174032	1828494	21355
1705174032	1828498	65824
1705174032	1828502	55246
1705174032	1828506	29115
1705174032	1828508	58493
1705174062	1828485	24700
1705174062	1828488	46894
1705174062	1828490	8473
1705174062	1828494	82914
1705174062	1828498	32930
1705174062	1828502	24584
1705174062	1828506	12056
1705174062	1828508	34270
1705174092	1828485	71257
1705174092	1828488	50312
1705174092	1828490	43215
1705174092	1828494	23248
1705174092	1828498	40240
1705174092	1828502	40672
1705174092	1828506	73589
1705174092	1828508	26375
1705174122	1828485	26732
1705174122	1828488	24763
1705174122	1828490	76562
1705174122	1828494	39040
1705174122	1828498	55498
1705174122	1828502	60230
1705174122	1828506	25002
1705174122	1828508	22278
1705174152	1828485	36895
1705174152	1828488	39429
1705174152	1828490	18183
1705174152	1828494	2914
1705174152	1828498	22054
1705174152	1828502	16454
1705174152	1828506	31338
1705174152	1828508	105694
1705174182	1828485	20126
1705174182	1828488	59085
1705174182	1828490	22137
1705174182	1828494	133271
1705174182	1828498	38673
1705174182	1828502	42071
1705174182	1828506	62560
1705174182	1828508	26988
1705174212	1828485	78590
1705174212	1828488	18867
1705174212	1828490	9821
1705174212	1828494	11669
1705174212	1828498	55544
1705174212	1828502	61718
1705174212	1828506	32049
1705174212	1828508	36070
1705174242	1828485	32000
1705174242	1828488	37968
1705174242	1828490	64908
1705174242	1828494	34843
1705174242	1828498	25953
1705174242	1828502	16274
1705174242	1828506	16911
1705174242	1828508	35408
1705174272	1828485	22259
1705174272	1828488	66144
1705174272	1828490	32928
1705174272	1828494	34894
1705174272	1828498	39053
1705174272	1828502	36116
1705174272	1828506	41641
1705174272	1828508	949
1705174302	1828485	7250
1705174302	1828488	73271
1705174302	1828490	15640
1705174302	1828494	988
1705174302	1828498	83365
1705174302	1828502	92422
1705174302	1828506	58701
1705174302	1828508	11608
1705174332	1828485	41348
1705174332	1828488	18508
1705174332	1828490	74131
1705174332	1828494	26938
1705174332	1828498	36882
1705174332	1828502	49307
1705174332	1828506	18373
1705174332	1828508	39918
1705174362	1828485	59935
1705174362	1828488	28953
1705174362	1828490	35219
1705174362	1828494	24178
1705174362	1828498	8010
1705174362	1828502	28753
1705174362	1828506	38661
1705174362	1828508	1089
1705174392	1828485	17680
1705174392	1828488	33575
1705174392	1828490	36447
1705174392	1828494	995
1705174392	1828498	21676
1705174392	1828502	34990
1705174392	1828506	129386
1705174392	1828508	8667
1705174422	1828485	74379
1705174422	1828488	3039
1705174422	1828490	58090
1705174422	1828494	14487
1705174422	1828498	39800
1705174422	1828502	2217
1705174422	1828506	10604
1705174422	1828508	73455
1705174452	1828485	22813
1705174452	1828488	37746
1705174452	1828490	18667
1705174452	1828494	68266
1705174452	1828498	56385
1705174452	1828502	37287
1705174452	1828506	37783
1705174452	1828508	24779
1705174482	1828485	28233
1705174482	1828488	12522
1705174482	1828490	67954
1705174482	1828494	31091
1705174482	1828498	36200
1705174482	1828502	12271
1705174482	1828506	23988
1705174482	1828508	36791
1705174512	1828485	56421
1705174512	1828488	6092
1705174512	1828490	30114
1705174512	1828494	45038
1705174512	1828498	16501
1705174512	1828502	6177
1705174512	1828506	6951
1705174512	1828508	69084
1705174542	1828485	56327
1705174542	1828488	34956
1705174542	1828490	27924
1705174542	1828494	53909
1705174542	1828498	34844
1705174542	1828502	33378
1705174542	1828506	42240
1705174542	1828508	35850
1705174572	1828485	32087
1705174572	1828488	11308
1705174572	1828490	25588
1705174572	1828494	25800
1705174572	1828498	62541
1705174572	1828502	69646
1705174572	1828506	1025
1705174572	1828508	17440
1705174602	1828485	19146
1705174602	1828488	129921
1705174602	1828490	17898
1705174602	1828494	41708
1705174602	1828498	22991
1705174602	1828502	40970
1705174602	1828506	5745
1705174602	1828508	32629
1705174632	1828485	10150
1705174632	1828488	10638
1705174632	1828490	164744
1705174632	1828494	2594
1705174632	1828498	30940
1705174632	1828502	18942
1705174632	1828506	36107
1705174632	1828508	9439
1705174662	1828485	21083
1705174662	1828488	27349
1705174662	1828490	39474
1705174662	1828494	93786
1705174662	1828498	53827
1705174662	1828502	21627
1705174662	1828506	2602
1705174662	1828508	89597
1705174692	1828485	63898
1705174692	1828488	36339
1705174692	1828490	18538
1705174692	1828494	39627
1705174692	1828498	24436
1705174692	1828502	11660
1705174692	1828506	107905
1705174692	1828508	42794
1705174722	1828485	25436
1705174722	1828488	861
1705174722	1828490	52763
1705174722	1828494	35076
1705174722	1828498	26650
1705174722	1828502	39874
1705174722	1828506	35952
1705174722	1828508	35264
1705174752	1828485	40958
1705174752	1828488	29412
1705174752	1828490	925
1705174752	1828494	35289
1705174752	1828498	23332
1705174752	1828502	39591
1705174752	1828506	34751
1705174752	1828508	35627
1705174782	1828485	51743
1705174782	1828488	21582
1705174782	1828490	69773
1705174782	1828494	869
1705174782	1828498	88339
1705174782	1828502	92848
1705174782	1828506	892
1705174782	1828508	844
1705174812	1828485	32428
1705174812	1828488	1097
1705174812	1828490	1534
1705174812	1828494	30460
1705174812	1828498	50819
1705174812	1828502	35932
1705174812	1828506	19304
1705174812	1828508	30231
1705174842	1828485	37256
1705174842	1828488	34573
1705174842	1828490	1025
1705174842	1828494	20475
1705174842	1828498	39396
1705174842	1828502	34995
1705174842	1828506	11185
1705174842	1828508	20461
1705174872	1828485	55560
1705174872	1828488	65731
1705174872	1828490	1092
1705174872	1828494	1281
1705174872	1828498	23535
1705174872	1828502	934
1705174872	1828506	51347
1705174872	1828508	1164
1705174902	1828485	23825
1705174902	1828488	53142
1705174902	1828490	12172
1705174902	1828494	40398
1705174902	1828498	7452
1705174902	1828502	31155
1705174902	1828506	47492
1705174902	1828508	41546
1705174932	1828485	70010
1705174932	1828488	4137
1705174932	1828490	33601
1705174932	1828494	50095
1705174932	1828498	44405
1705174932	1828502	19567
1705174932	1828506	18739
1705174932	1828508	58386
1705174962	1828485	29860
1705174962	1828488	27765
1705174962	1828490	12337
1705174962	1828494	26137
1705174962	1828498	1072
1705174962	1828502	5098
1705174962	1828506	80008
1705174962	1828508	29303
1705174992	1828485	42783
1705174992	1828488	39626
1705174992	1828490	5800
1705174992	1828494	34121
1705174992	1828498	9231
1705174992	1828502	39690
1705174992	1828506	25275
1705174992	1828508	29038
1705175022	1828485	49460
1705175022	1828488	48469
1705175022	1828490	23932
1705175022	1828494	59140
1705175022	1828498	35497
1705175022	1828502	69176
1705175022	1828506	41387
1705175022	1828508	27912
1705175052	1828485	19925
1705175052	1828488	18108
1705175052	1828490	59406
1705175052	1828494	73227
1705175052	1828498	83620
1705175052	1828502	30476
1705175052	1828506	55449
1705175052	1828508	69788
1705175082	1828485	43087
1705175082	1828488	43752
1705175082	1828490	35512
1705175082	1828494	35032
1705175082	1828498	23309
1705175082	1828502	18564
1705175082	1828506	25037
1705175082	1828508	36604
1705175112	1828485	63620
1705175112	1828488	59076
1705175112	1828490	16461
1705175112	1828494	35950
1705175112	1828498	17817
1705175112	1828502	28482
1705175112	1828506	31255
1705175112	1828508	16309
1705175142	1828485	25646
1705175142	1828488	28128
1705175142	1828490	84171
1705175142	1828494	937
1705175142	1828498	28793
1705175142	1828502	3816
1705175142	1828506	51026
1705175142	1828508	41493
1705175172	1828485	39152
1705175172	1828488	44668
1705175172	1828490	28049
1705175172	1828494	12185
1705175172	1828498	3596
1705175172	1828502	35593
1705175172	1828506	64473
1705175172	1828508	62543
1705175202	1828485	56811
1705175202	1828488	52812
1705175202	1828490	15809
1705175202	1828494	41144
1705175202	1828498	39698
1705175202	1828502	92173
1705175202	1828506	18541
1705175202	1828508	24349
1705175232	1828485	25632
1705175232	1828488	52659
1705175232	1828490	39040
1705175232	1828494	1019
1705175232	1828498	83309
1705175232	1828502	41785
1705175232	1828506	28948
1705175232	1828508	18873
1705175262	1828485	36582
1705175262	1828488	19283
1705175262	1828490	84009
1705175262	1828494	6644
1705175262	1828498	32042
1705175262	1828502	35215
1705175262	1828506	3446
1705175262	1828508	43149
1705175292	1828485	43407
1705175292	1828488	28907
1705175292	1828490	18351
1705175292	1828494	40540
1705175292	1828498	19442
1705175292	1828502	35162
1705175292	1828506	77777
1705175292	1828508	67623
1705175322	1828485	66335
1705175322	1828488	4495
1705175322	1828490	20119
1705175322	1828494	73934
1705175322	1828498	11486
1705175322	1828502	982
1705175322	1828506	122295
1705175322	1828508	18875
1705175352	1828485	18516
1705175352	1828488	97798
1705175352	1828490	36187
1705175352	1828494	16717
1705175352	1828498	45194
1705175352	1828502	30829
1705175352	1828506	103308
1705175352	1828508	53773
1705175382	1828485	29806
1705175382	1828488	48704
1705175382	1828490	54677
1705175382	1828494	38346
1705175382	1828498	48096
1705175382	1828502	20657
1705175382	1828506	50336
1705175382	1828508	49498
1705175412	1828485	33372
1705175412	1828488	3461
1705175412	1828490	0
1705175412	1828494	6398
1705175412	1828498	0
1705175412	1828502	5653
1705175412	1828506	0
1705175412	1828508	3480
