2024-04-15 11:11:47.056598+00	1380207
2024-04-15 11:11:44.650063+00	1380206
2024-04-15 11:11:41.920579+00	1380205
2024-04-15 11:11:38.974448+00	1380204
2024-04-15 11:11:38.967395+00	1380203
2024-04-15 11:11:38.961+00	1380202
2024-04-15 11:11:38.952089+00	1380201
2024-04-15 11:11:38.94712+00	1380200
2024-04-15 11:11:31.411752+00	1380199
2024-04-15 11:11:31.410887+00	1380198
2024-04-15 11:11:31.397954+00	1380197
2024-04-15 11:11:31.388399+00	1380196
2024-04-15 11:11:31.387503+00	1380195
2024-04-15 11:11:31.382864+00	1380194
2024-04-15 11:11:31.37548+00	1380193
2024-04-15 11:11:31.362666+00	1380192
2024-04-15 11:11:31.361656+00	1380191
2024-04-15 11:11:31.360815+00	1380190
2024-04-15 11:11:31.356163+00	1380189
2024-04-15 11:11:31.344483+00	1380188
2024-04-15 11:11:31.33353+00	1380187
2024-04-15 11:11:31.331941+00	1380186
2024-04-15 11:11:31.323988+00	1380185
2024-04-15 11:11:31.319081+00	1380184
2024-04-15 11:11:31.309311+00	1380183
2024-04-15 11:11:31.304444+00	1380182
2024-04-15 11:11:31.295409+00	1380181
2024-04-15 11:11:31.290294+00	1380180
2024-04-15 11:11:31.281954+00	1380179
2024-04-15 11:11:31.270646+00	1380178
2024-04-15 11:11:31.266765+00	1380177
2024-04-15 11:11:31.25876+00	1380176
2024-04-15 11:11:31.250871+00	1380175
2024-04-15 11:11:31.24321+00	1380174
2024-04-15 11:11:31.232577+00	1380173
2024-04-15 11:11:31.228019+00	1380172
2024-04-15 11:11:31.220954+00	1380171
2024-04-15 11:11:31.210732+00	1380170
2024-04-15 11:11:23.96401+00	1380169
2024-04-15 11:11:23.950294+00	1380168
2024-04-15 11:11:23.932838+00	1380167
2024-04-15 11:11:23.927872+00	1380166
2024-04-15 11:11:23.92193+00	1380165
2024-04-15 11:11:23.917015+00	1380164
2024-04-15 11:11:23.908403+00	1380163
2024-04-15 11:11:23.89389+00	1380162
2024-04-15 11:11:23.886394+00	1380161
2024-04-15 11:11:23.881739+00	1380160
2024-04-15 11:11:23.872702+00	1380159
2024-04-15 11:11:23.853539+00	1380158
2024-04-15 11:11:23.841147+00	1380157
2024-04-15 11:11:23.840233+00	1380156
2024-04-15 11:11:23.836122+00	1380155
2024-04-15 11:11:23.821333+00	1380154
2024-04-15 11:11:23.809908+00	1380153
2024-04-15 11:11:23.801644+00	1380152
2024-04-15 11:11:23.794686+00	1380151
2024-04-15 11:11:23.783305+00	1380150
2024-04-15 11:11:23.773118+00	1380149
2024-04-15 11:11:14.954301+00	1380148
2024-04-15 11:11:14.947511+00	1380147
2024-04-15 11:11:14.942845+00	1380146
2024-04-15 11:11:14.936004+00	1380145
2024-04-15 11:11:14.931436+00	1380144
2024-04-15 11:11:14.917512+00	1380143
2024-04-15 11:11:14.896733+00	1380142
2024-04-15 11:11:14.89316+00	1380141
2024-04-15 11:11:14.881622+00	1380140
2024-04-15 11:11:14.873662+00	1380139
2024-04-15 11:11:14.86649+00	1380138
2024-04-15 11:11:14.862883+00	1380137
2024-04-15 11:11:14.858686+00	1380136
2024-04-15 11:11:14.850391+00	1380135
2024-04-15 11:11:14.838494+00	1380134
2024-04-15 11:11:14.831633+00	1380133
2024-04-15 11:11:14.824288+00	1380132
2024-04-15 11:11:14.815307+00	1380131
2024-04-15 11:11:14.807748+00	1380130
2024-04-15 11:11:14.80685+00	1380129
2024-04-15 11:11:07.881852+00	1380128
2024-04-15 11:11:07.881056+00	1380127
2024-04-15 11:11:07.873097+00	1380126
2024-04-15 11:11:07.867804+00	1380125
2024-04-15 11:11:07.858283+00	1380124
2024-04-15 11:11:07.857387+00	1380123
2024-04-15 11:11:07.856502+00	1380122
2024-04-15 11:11:07.852595+00	1380121
2024-04-15 11:11:07.848002+00	1380120
2024-04-15 11:11:07.838507+00	1380119
2024-04-15 11:11:07.836964+00	1380118
2024-04-15 11:11:07.832455+00	1380117
2024-04-15 11:11:07.82737+00	1380116
2024-04-15 11:11:07.826414+00	1380115
2024-04-15 11:11:07.802479+00	1380114
2024-04-15 11:11:07.801566+00	1380113
2024-04-15 11:11:07.796242+00	1380112
2024-04-15 11:11:07.791889+00	1380111
2024-04-15 11:11:07.78429+00	1380110
2024-04-15 11:11:07.779316+00	1380109
2024-04-15 11:11:07.768539+00	1380108
2024-04-15 11:11:07.758124+00	1380107
2024-04-15 11:11:07.744861+00	1380106
2024-04-15 11:11:07.741449+00	1380105
